Date,Adj Close,Close,High,Low,Open,Volume
2020-02-14,51.854698181152344,58.189998626708984,59.16999816894531,57.869998931884766,59.02000045776367,6932400
2020-02-18,50.06351089477539,56.18000030517578,56.560001373291016,55.630001068115234,56.099998474121094,10989000
2020-02-19,51.36455154418945,57.63999938964844,57.939998626708984,57.0,57.25,7866300
2020-02-20,50.33085632324219,56.47999954223633,57.040000915527344,55.810001373291016,56.939998626708984,7192900
2020-02-21,49.53774642944336,55.59000015258789,56.650001525878906,55.52000045776367,56.650001525878906,6816600
2020-02-24,48.2277946472168,54.119998931884766,54.689998626708984,53.18000030517578,53.54999923706055,9968800
2020-02-25,47.99610900878906,53.86000061035156,55.470001220703125,53.83000183105469,55.33000183105469,12670700
2020-02-26,49.038719177246094,55.029998779296875,55.40999984741211,54.380001068115234,54.4900016784668,10969300
2020-02-27,47.488162994384766,53.290000915527344,54.599998474121094,53.27000045776367,54.20000076293945,11878900
2020-02-28,47.97828674316406,53.84000015258789,54.04999923706055,51.0,51.349998474121094,13604500
2020-03-02,49.88529586791992,55.97999954223633,56.0099983215332,53.83000183105469,54.369998931884766,13797700
2020-03-03,48.905059814453125,54.880001068115234,56.369998931884766,54.040000915527344,56.29999923706055,14661800
2020-03-04,50.865535736083984,57.08000183105469,57.09000015258789,55.54999923706055,55.970001220703125,9878200
2020-03-05,49.66250991821289,55.72999954223633,56.38999938964844,55.25,56.11000061035156,10004200
2020-03-06,49.074363708496094,55.06999969482422,55.08000183105469,53.970001220703125,54.599998474121094,12971200
2020-03-09,46.18711853027344,51.83000183105469,54.13999938964844,51.060001373291016,51.54999923706055,13781100
2020-03-10,48.57533264160156,54.5099983215332,54.619998931884766,52.4900016784668,53.709999084472656,11698700
2020-03-11,46.5524787902832,52.2400016784668,53.560001373291016,52.09000015258789,53.11000061035156,14498000
2020-03-12,43.388973236083984,48.689998626708984,50.9900016784668,48.5099983215332,49.65999984741211,15942200
2020-03-13,46.54356384277344,52.22999954223633,52.459999084472656,49.290000915527344,51.900001525878906,14948700
2020-03-16,40.01160430908203,44.900001525878906,48.349998474121094,44.900001525878906,46.34000015258789,16628200
2020-03-17,43.25531005859375,48.540000915527344,48.560001373291016,45.029998779296875,45.75,13415700
2020-03-18,39.539310455322266,44.369998931884766,46.09000015258789,43.2599983215332,43.79999923706055,15018500
2020-03-19,39.48263168334961,43.88999938964844,45.18000030517578,42.70000076293945,43.7400016784668,11182600
2020-03-20,40.0583610534668,44.529998779296875,48.279998779296875,44.47999954223633,48.02000045776367,14157700
2020-03-23,40.71506118774414,45.2599983215332,45.61000061035156,43.52000045776367,45.119998931884766,10508600
2020-03-24,43.96255111694336,48.869998931884766,48.91999816894531,47.5,48.0,12216200
2020-03-25,44.07949447631836,49.0,50.04999923706055,48.04999923706055,49.29999923706055,9796600
2020-03-26,44.86214065551758,49.869998931884766,50.459999084472656,48.91999816894531,49.099998474121094,10577500
2020-03-27,42.199363708496094,46.90999984741211,48.09000015258789,46.5099983215332,47.22999954223633,12158500
2020-03-30,43.017982482910156,47.81999969482422,48.15999984741211,46.77000045776367,47.18000030517578,8428300
2020-03-31,42.99100112915039,47.790000915527344,49.029998779296875,47.65999984741211,47.79999923706055,9595700
2020-04-01,41.839534759521484,46.5099983215332,47.560001373291016,46.29999923706055,46.83000183105469,8755200
2020-04-02,43.29686737060547,48.130001068115234,48.220001220703125,46.61000061035156,46.91999816894531,6174700
2020-04-03,42.33430099487305,47.060001373291016,48.150001525878906,46.779998779296875,47.790000915527344,5486200
2020-04-06,44.952083587646484,49.970001220703125,50.099998474121094,48.5099983215332,48.630001068115234,7370300
2020-04-07,44.727195739746094,49.720001220703125,51.31999969482422,49.65999984741211,51.290000915527344,6568700
2020-04-08,45.22195816040039,50.27000045776367,50.599998474121094,49.540000915527344,50.209999084472656,6325900
2020-04-09,43.476776123046875,48.33000183105469,50.65999984741211,47.720001220703125,50.279998779296875,12274000
2020-04-13,43.8546028137207,48.75,49.09000015258789,47.959999084472656,48.7400016784668,9873200
2020-04-14,45.54581832885742,50.630001068115234,51.27000045776367,49.95000076293945,50.0,11068800
2020-04-15,44.6732177734375,49.65999984741211,49.970001220703125,49.040000915527344,49.7599983215332,9398100
2020-04-16,47.138084411621094,52.400001525878906,53.13999938964844,51.68000030517578,51.810001373291016,18615900
2020-04-17,48.298526763916016,53.689998626708984,54.189998626708984,53.0,54.130001068115234,11288500
2020-04-20,47.30899429321289,52.59000015258789,53.81999969482422,52.560001373291016,53.0,9901700
2020-04-21,46.211509704589844,51.369998931884766,51.810001373291016,50.52000045776367,51.599998474121094,13102500
2020-04-22,47.63285446166992,52.95000076293945,53.11000061035156,52.40999984741211,52.47999954223633,8255500
2020-04-23,47.35396957397461,52.63999938964844,53.130001068115234,52.2599983215332,52.810001373291016,7619900
2020-04-24,47.434932708740234,52.72999954223633,52.88999938964844,52.0,52.599998474121094,5701800
2020-04-27,48.1366081237793,53.5099983215332,53.75,52.970001220703125,53.150001525878906,5812300
2020-04-28,47.461917877197266,52.7599983215332,53.72999954223633,52.68000030517578,53.5099983215332,8561100
2020-04-29,49.00919723510742,54.47999954223633,54.689998626708984,53.43000030517578,53.75,8565500
2020-04-30,47.79476547241211,53.130001068115234,54.40999984741211,52.959999084472656,54.20000076293945,6337900
2020-05-01,45.96862030029297,51.099998474121094,52.560001373291016,51.09000015258789,52.47999954223633,10238700
2020-05-04,46.91317367553711,52.150001525878906,52.18000030517578,51.279998779296875,51.790000915527344,7514000
2020-05-05,46.517364501953125,51.709999084472656,52.58000183105469,51.58000183105469,52.209999084472656,7780700
2020-05-06,46.89519119262695,52.130001068115234,52.619998931884766,52.0,52.11000061035156,8206700
2020-05-07,47.07509994506836,52.33000183105469,52.97999954223633,52.099998474121094,52.95000076293945,5493400
2020-05-08,47.59685134887695,52.90999984741211,53.34000015258789,52.470001220703125,52.619998931884766,6086000
2020-05-11,47.138084411621094,52.400001525878906,52.83000183105469,52.380001068115234,52.61000061035156,6459300
2020-05-12,45.96862030029297,51.099998474121094,52.63999938964844,51.08000183105469,52.63999938964844,8584500
2020-05-13,45.80668258666992,50.91999816894531,52.02000045776367,50.47999954223633,51.90999984741211,8611000
2020-05-14,46.868202209472656,52.099998474121094,52.150001525878906,49.790000915527344,50.43000030517578,13695600
2020-05-15,44.799156188964844,49.79999923706055,51.04999923706055,49.380001068115234,50.560001373291016,17777200
2020-05-18,46.66128921508789,51.869998931884766,52.189998626708984,50.77000045776367,50.939998626708984,12726500
2020-05-19,45.707733154296875,50.810001373291016,51.459999084472656,50.79999923706055,51.349998474121094,12940300
2020-05-20,46.634307861328125,51.84000015258789,52.09000015258789,50.5,51.58000183105469,8406200
2020-05-21,45.65376281738281,50.75,52.209999084472656,50.689998626708984,52.099998474121094,7842600
2020-05-22,44.799156188964844,49.79999923706055,50.86000061035156,49.61000061035156,50.84000015258789,12462300
2020-05-26,45.71674346923828,50.81999969482422,51.400001525878906,50.790000915527344,51.29999923706055,8872000
2020-05-27,46.544349670410156,51.7400016784668,51.7400016784668,50.75,51.029998779296875,11405700
2020-05-28,45.230960845947266,50.279998779296875,51.619998931884766,50.099998474121094,51.459999084472656,8178700
2020-05-29,45.275943756103516,50.33000183105469,50.72999954223633,49.86000061035156,50.34000015258789,10918500
2020-06-01,45.905643463134766,51.029998779296875,51.279998779296875,50.540000915527344,50.90999984741211,6187300
2020-06-02,46.78723907470703,52.0099983215332,52.040000915527344,51.290000915527344,51.45000076293945,6063600
2020-06-03,47.73178482055664,53.060001373291016,53.25,52.41999816894531,52.63999938964844,8380200
2020-06-04,48.829280853271484,54.279998779296875,54.369998931884766,53.029998779296875,53.060001373291016,13269500
2020-06-05,49.65689468383789,55.20000076293945,56.34000015258789,55.060001373291016,55.5,9776100
2020-06-08,49.98975372314453,55.56999969482422,55.779998779296875,54.709999084472656,55.7400016784668,6302100
2020-06-09,50.925315856933594,56.61000061035156,56.630001068115234,54.95000076293945,55.290000915527344,9355100
2020-06-10,51.77092742919922,57.54999923706055,58.040000915527344,56.81999969482422,56.81999969482422,9194300
2020-06-11,49.512969970703125,55.040000915527344,56.40999984741211,55.0099983215332,55.849998474121094,9877100
2020-06-12,50.376564025878906,56.0,56.869998931884766,55.349998474121094,56.5,9838800
2020-06-15,50.394561767578125,56.02000045776367,56.119998931884766,54.52000045776367,54.709999084472656,7509700
2020-06-16,50.1966552734375,55.79999923706055,57.0,55.540000915527344,56.59000015258789,8827200
2020-06-17,50.91631317138672,56.599998474121094,56.81999969482422,55.88999938964844,56.150001525878906,8248700
2020-06-18,50.88913345336914,56.150001525878906,56.540000915527344,55.790000915527344,56.040000915527344,6831500
2020-06-19,50.127845764160156,55.310001373291016,56.5,55.27000045776367,56.47999954223633,6965100
2020-06-22,50.753177642822266,56.0,56.0,55.31999969482422,55.5,4480400
2020-06-23,51.441978454589844,56.7599983215332,57.15999984741211,56.529998779296875,56.63999938964844,7836500
2020-06-24,51.278831481933594,56.58000183105469,57.060001373291016,56.15999984741211,56.709999084472656,7080200
2020-06-25,51.695743560791016,57.040000915527344,57.09000015258789,55.95000076293945,56.560001373291016,4509600
2020-06-26,51.05226516723633,56.33000183105469,57.2599983215332,56.209999084472656,57.0,6229300
2020-06-29,51.10663986206055,56.38999938964844,56.40999984741211,55.65999984741211,56.34000015258789,5016600
2020-06-30,51.45103073120117,56.77000045776367,56.9900016784668,56.189998626708984,56.25,7158700
2020-07-01,51.49635696411133,56.81999969482422,57.470001220703125,56.7599983215332,56.970001220703125,6866500
2020-07-02,53.127708435058594,58.619998931884766,59.06999969482422,57.95000076293945,57.95000076293945,10021200
2020-07-06,56.0822639465332,61.880001068115234,62.130001068115234,60.560001373291016,60.66999816894531,12725600
2020-07-07,55.02188491821289,60.709999084472656,61.5,60.68000030517578,61.2599983215332,6672300
2020-07-08,56.725738525390625,62.59000015258789,62.7400016784668,61.5,61.63999938964844,8721900
2020-07-09,58.710548400878906,64.77999877929688,64.97000122070312,62.88999938964844,62.95000076293945,16903300
2020-07-10,57.86768341064453,63.849998474121094,64.55999755859375,63.189998626708984,64.47000122070312,10700000
2020-07-13,58.973384857177734,65.06999969482422,67.08000183105469,64.9800033569336,65.19999694824219,16667700
2020-07-14,60.686302185058594,66.95999908447266,67.02999877929688,65.33000183105469,66.0,10482700
2020-07-15,59.87063217163086,66.05999755859375,67.20999908447266,65.16000366210938,67.18000030517578,12432500
2020-07-16,60.35097885131836,66.58999633789062,66.62999725341797,64.31999969482422,65.37999725341797,15709400
2020-07-17,60.17876434326172,66.4000015258789,68.0,66.37000274658203,67.30999755859375,11716600
2020-07-20,60.62285232543945,66.88999938964844,66.9800033569336,65.80000305175781,66.69999694824219,6357300
2020-07-21,61.4566764831543,67.80999755859375,69.25,67.70999908447266,68.83999633789062,10619700
2020-07-22,62.10921096801758,68.52999877929688,68.9000015258789,68.02999877929688,68.0999984741211,7366100
2020-07-23,61.05790710449219,67.37000274658203,68.5,66.75,68.26000213623047,8559500
2020-07-24,66.97607421875,73.9000015258789,76.88999938964844,71.3499984741211,71.4000015258789,41226800
2020-07-27,75.45004272460938,83.25,83.4000015258789,80.43000030517578,81.36000061035156,39899200
2020-07-28,69.713134765625,76.91999816894531,79.58000183105469,76.48999786376953,79.3499984741211,31500100
2020-07-29,74.92436981201172,82.66999816894531,83.37000274658203,77.05999755859375,77.11000061035156,28304000
2020-07-30,72.44111633300781,79.93000030517578,81.27999877929688,78.61000061035156,80.01000213623047,16820300
2020-07-31,71.49854278564453,78.88999938964844,79.7699966430664,77.51000213623047,79.62999725341797,12021200
2020-08-03,71.55291748046875,78.94999694824219,79.1500015258789,77.41000366210938,77.7699966430664,10129800
2020-08-04,72.6767349243164,80.19000244140625,80.19000244140625,78.73999786376953,79.33000183105469,12569400
2020-08-05,73.9818115234375,81.62999725341797,84.0,80.56999969482422,80.9800033569336,14436300
2020-08-06,72.97582244873047,80.5199966430664,82.0999984741211,80.22000122070312,82.04000091552734,9838700
2020-08-07,72.53173065185547,80.02999877929688,80.79000091552734,79.41000366210938,80.48999786376953,8705800
2020-08-10,72.38673400878906,79.87000274658203,80.8499984741211,79.22000122070312,80.55000305175781,7421400
2020-08-11,70.63756561279297,77.94000244140625,79.19999694824219,77.94000244140625,79.08999633789062,7056300
2020-08-12,71.95169830322266,79.38999938964844,79.55000305175781,77.7300033569336,78.16000366210938,8354400
2020-08-13,70.96382904052734,78.30000305175781,79.0999984741211,77.83000183105469,79.0,6551800
2020-08-14,71.06351470947266,78.41000366210938,79.2300033569336,78.05000305175781,78.41999816894531,5611200
2020-08-17,72.6767349243164,80.19000244140625,80.88999938964844,79.66000366210938,79.80000305175781,8663900
2020-08-18,71.9698257446289,79.41000366210938,80.81999969482422,79.25,80.22000122070312,6804800
2020-08-19,71.18133544921875,78.54000091552734,79.2300033569336,78.25,79.01000213623047,7976800
2020-08-20,69.6134262084961,76.80999755859375,77.0999984741211,75.9800033569336,76.31999969482422,11457100
2020-08-21,71.00006866455078,78.33999633789062,78.7300033569336,77.86000061035156,78.0199966430664,7942300
2020-08-24,71.5075912475586,78.9000015258789,79.91000366210938,78.48999786376953,79.7300033569336,6405600
2020-08-25,72.5407943725586,80.04000091552734,80.4800033569336,79.47000122070312,79.8499984741211,6113100
2020-08-26,74.090576171875,81.75,82.16999816894531,81.01000213623047,81.25,7821600
2020-08-27,73.04830932617188,80.5999984741211,82.30999755859375,80.16999816894531,82.18000030517578,8018200
2020-08-28,72.90331268310547,80.44000244140625,80.87999725341797,79.91000366210938,80.05999755859375,5699500
2020-08-31,71.82481384277344,79.25,79.76000213623047,78.69000244140625,79.0,9812900
2020-09-01,73.9093246459961,81.55000305175781,81.5999984741211,79.98999786376953,80.12000274658203,10193300
2020-09-02,74.47123718261719,82.16999816894531,82.70999908447266,79.87999725341797,81.3499984741211,12567800
2020-09-03,73.57398986816406,81.18000030517578,81.80999755859375,78.37999725341797,81.12000274658203,20090100
2020-09-04,71.51666259765625,78.91000366210938,81.47000122070312,77.41000366210938,80.5,13638700
2020-09-08,70.07566833496094,77.31999969482422,79.1500015258789,77.22000122070312,78.0199966430664,11553500
2020-09-09,71.96075439453125,79.4000015258789,79.69999694824219,78.55000305175781,78.62000274658203,7867500
2020-09-10,71.5075912475586,78.9000015258789,81.2300033569336,78.76000213623047,80.73999786376953,11241800
2020-09-11,71.43509674072266,78.81999969482422,80.30000305175781,78.5999984741211,80.01000213623047,7853500
2020-09-14,72.95769500732422,80.5,81.12000274658203,79.94999694824219,80.5,7091100
2020-09-15,77.80641174316406,85.8499984741211,86.79000091552734,81.37999725341797,81.55999755859375,21048400
2020-09-16,75.34125518798828,83.12999725341797,86.48999786376953,83.04000091552734,86.48999786376953,14492600
2020-09-17,74.6188735961914,81.91000366210938,82.29000091552734,80.61000061035156,81.0,10090200
2020-09-18,73.08843231201172,80.2300033569336,82.83999633789062,80.11000061035156,82.37000274658203,10528300
2020-09-21,73.4163818359375,80.58999633789062,80.6500015258789,79.08000183105469,79.80000305175781,8417100
2020-09-22,73.31617736816406,80.4800033569336,80.88999938964844,79.4000015258789,80.83000183105469,6375200
2020-09-23,70.9840316772461,77.91999816894531,79.93000030517578,77.88999938964844,79.69999694824219,9094700
2020-09-24,71.4030990600586,78.37999725341797,79.0,76.16999816894531,76.81999969482422,9940900
2020-09-25,71.85858917236328,78.87999725341797,78.91999816894531,77.38999938964844,78.16999816894531,6057500
2020-09-28,72.66937255859375,79.7699966430664,80.37000274658203,79.47000122070312,80.30999755859375,5999300
2020-09-29,73.34349822998047,80.51000213623047,81.23999786376953,79.30999755859375,79.69999694824219,6114600
2020-09-30,73.85365295410156,81.06999969482422,81.94000244140625,80.56999969482422,80.58999633789062,5878900
2020-10-01,75.26566314697266,82.62000274658203,82.72000122070312,81.73999786376953,82.05999755859375,6253800
2020-10-02,73.6076431274414,80.80000305175781,82.19999694824219,80.61000061035156,80.70999908447266,6145900
2020-10-05,77.0147705078125,84.54000091552734,84.62999725341797,81.55000305175781,81.55000305175781,10129100
2020-10-06,75.72117614746094,83.12000274658203,84.44999694824219,82.7699966430664,83.7699966430664,7795600
2020-10-07,79.18291473388672,86.91999816894531,87.0,84.77999877929688,84.77999877929688,11446400
2020-10-08,79.98458862304688,87.80000305175781,88.86000061035156,86.5199966430664,88.86000061035156,10920800
2020-10-09,80.87735748291016,88.77999877929688,88.80000305175781,87.63999938964844,88.33999633789062,7608800
2020-10-12,82.8177719116211,90.91000366210938,91.2699966430664,88.68000030517578,89.12000274658203,10022000
2020-10-13,81.66079711914062,89.63999938964844,90.6500015258789,89.43000030517578,90.5,8247000
2020-10-14,80.71334838867188,88.5999984741211,89.87999725341797,88.2699966430664,89.6500015258789,8159000
2020-10-15,80.30343627929688,88.1500015258789,89.48999786376953,87.19000244140625,87.29000091552734,10327900
2020-10-16,78.98249816894531,86.69999694824219,88.58999633789062,86.44000244140625,88.55000305175781,7457200
2020-10-19,79.76593780517578,87.55999755859375,89.62000274658203,87.29000091552734,88.33999633789062,7994500
2020-10-20,80.40362548828125,88.26000213623047,88.9800033569336,87.7699966430664,87.79000091552734,7357600
2020-10-21,79.83882904052734,87.63999938964844,88.87000274658203,87.56999969482422,88.0,7387600
2020-10-22,80.35807800292969,88.20999908447266,88.94000244140625,87.87999725341797,88.44000244140625,5656200
2020-10-23,80.44918060302734,88.30999755859375,88.44999694824219,87.43000030517578,88.25,4165400
2020-10-26,79.00980377197266,86.7300033569336,87.77999877929688,85.7699966430664,87.20999908447266,5568000
2020-10-27,78.99163055419922,86.70999908447266,87.22000122070312,85.9800033569336,86.95999908447266,5315800
2020-10-28,76.38616943359375,83.8499984741211,85.41000366210938,83.83999633789062,85.1500015258789,8727300
2020-10-29,77.33361053466797,84.88999938964844,85.33000183105469,84.0199966430664,84.2699966430664,5845600
2020-10-30,76.4044189453125,83.87000274658203,84.75,83.16000366210938,84.43000030517578,4963600
2020-11-02,78.08061218261719,85.70999908447266,85.95999908447266,84.52999877929688,84.5999984741211,6597100
2020-11-03,79.88438415527344,87.69000244140625,88.23999786376953,86.05999755859375,86.19000244140625,6274700
2020-11-04,81.4876937866211,89.44999694824219,89.7699966430664,88.45999908447266,88.72000122070312,7620800
2020-11-05,82.3804702758789,90.43000030517578,90.95999908447266,89.7699966430664,90.41999816894531,6670100
2020-11-06,83.27323913574219,91.41000366210938,91.5,89.05000305175781,89.80999755859375,6403000
2020-11-09,81.1050796508789,89.02999877929688,92.4800033569336,88.94000244140625,92.19999694824219,8978000
2020-11-10,79.8570556640625,87.66000366210938,88.80000305175781,86.69999694824219,88.4000015258789,8350100
2020-11-11,82.7904052734375,90.87999725341797,91.18000030517578,89.36000061035156,89.5,7707300
2020-11-12,81.82478332519531,89.81999969482422,91.88999938964844,89.77999877929688,90.87999725341797,7474600
2020-11-13,84.922119140625,93.22000122070312,93.80999755859375,91.20999908447266,91.54000091552734,9170900
2020-11-16,90.43360137939453,99.2699966430664,102.44000244140625,96.36000061035156,96.41999816894531,18436200
2020-11-17,87.19047546386719,95.70999908447266,98.08999633789062,95.69000244140625,97.9800033569336,10843700
2020-11-18,88.30189514160156,96.93000030517578,98.80000305175781,96.37000274658203,98.5199966430664,8526600
2020-11-19,88.01036834716797,96.61000061035156,96.86000061035156,95.62000274658203,96.7699966430664,5542800
2020-11-20,86.84432220458984,95.33000183105469,97.19999694824219,95.30000305175781,96.66000366210938,5329800
2020-11-23,89.39506530761719,98.12999725341797,98.93000030517578,96.8499984741211,97.16000366210938,8802400
2020-11-24,88.03770446777344,96.63999938964844,98.58999633789062,96.0199966430664,98.48999786376953,7022800
2020-11-25,88.8120346069336,97.48999786376953,97.98999786376953,96.13999938964844,96.19999694824219,5194900
2020-11-27,89.95076751708984,98.73999786376953,99.2699966430664,98.05000305175781,98.54000091552734,4367100
2020-11-30,88.38385772705078,97.0199966430664,97.94999694824219,96.19999694824219,97.55999755859375,13840500
2020-12-01,91.88204193115234,100.86000061035156,104.30000305175781,98.5199966430664,98.69000244140625,16157300
2020-12-02,90.6795654296875,99.54000091552734,102.04000091552734,99.5199966430664,102.0,8676300
2020-12-03,90.64311218261719,99.5,101.19000244140625,99.43000030517578,101.05999755859375,7359000
2020-12-04,94.49659729003906,103.7300033569336,103.75,100.69999694824219,101.51000213623047,10824500
2020-12-07,96.91980743408203,106.38999938964844,107.61000061035156,104.97000122070312,106.0199966430664,11793000
2020-12-08,96.23657989501953,105.63999938964844,107.83999633789062,105.11000061035156,107.77999877929688,9876200
2020-12-09,95.12517547607422,104.41999816894531,106.5999984741211,103.51000213623047,106.01000213623047,8204100
2020-12-10,94.95206451416016,104.2300033569336,105.11000061035156,102.19999694824219,103.0,7135000
2020-12-11,94.7698974609375,104.02999877929688,105.12000274658203,103.22000122070312,104.01000213623047,7492600
2020-12-14,94.34172821044922,103.55999755859375,104.9000015258789,103.5,103.7699966430664,5878000
2020-12-15,95.73552703857422,105.08999633789062,106.37999725341797,104.41999816894531,105.68000030517578,7399900
2020-12-16,95.83574676513672,105.19999694824219,105.66999816894531,103.95999908447266,105.6500015258789,5986900
2020-12-17,95.05081939697266,103.9000015258789,105.31999969482422,103.8499984741211,104.9000015258789,7779300
2020-12-18,95.39844512939453,104.27999877929688,104.80000305175781,103.16000366210938,104.0,7417000
2020-12-21,95.901611328125,104.83000183105469,104.95999908447266,103.31999969482422,103.55999755859375,6116400
2020-12-22,95.08740234375,103.94000244140625,105.22000122070312,102.91000366210938,105.06999969482422,5597100
2020-12-23,94.92273712158203,103.76000213623047,104.87000274658203,103.5999984741211,104.66999816894531,3320800
2020-12-24,96.94451141357422,105.97000122070312,106.33999633789062,104.66999816894531,104.76000213623047,3172100
2020-12-28,97.10919189453125,106.1500015258789,108.16999816894531,105.94999694824219,107.5999984741211,5157000
2020-12-29,96.56944274902344,105.55999755859375,107.1500015258789,105.22000122070312,107.0,4602400
2020-12-30,99.6249771118164,108.9000015258789,109.69999694824219,107.4000015258789,107.69999694824219,9571800
2020-12-31,99.75303649902344,109.04000091552734,109.66999816894531,108.44000244140625,109.66000366210938,4909500
2021-01-04,102.1865005493164,111.69999694824219,114.0999984741211,110.44999694824219,111.47000122070312,11262100
2021-01-05,103.16535186767578,112.7699966430664,114.94999694824219,112.01000213623047,112.41000366210938,10583600
2021-01-06,105.76346588134766,115.61000061035156,116.38999938964844,112.55000305175781,113.8499984741211,10609300
2021-01-07,111.0877914428711,121.43000030517578,122.94000244140625,117.58999633789062,119.33999633789062,13556100
2021-01-08,108.5811538696289,118.69000244140625,126.29000091552734,116.9800033569336,125.91000366210938,18976800
2021-01-11,112.15812683105469,122.5999984741211,123.5999984741211,118.80000305175781,119.73999786376953,12006800
2021-01-12,112.52408599853516,123.0,125.19999694824219,121.68000030517578,125.16000366210938,14163200
2021-01-13,109.07516479492188,119.2300033569336,124.80000305175781,118.0,124.4000015258789,20650500
2021-01-14,115.68021392822266,126.44999694824219,134.64999389648438,121.66999816894531,123.44999694824219,37125400
2021-01-15,114.56414031982422,125.2300033569336,128.5399932861328,123.20999908447266,128.47000122070312,17343100
2021-01-19,120.11715698242188,131.3000030517578,134.0500030517578,128.44000244140625,130.58999633789062,20443800
2021-01-20,119.51335906982422,130.63999938964844,136.1300048828125,130.10000610351562,135.19000244140625,17360700
2021-01-21,122.73355102539062,134.16000366210938,135.39999389648438,132.33999633789062,133.25,15460100
2021-01-22,118.14112091064453,129.13999938964844,131.25,128.80999755859375,130.0399932861328,19163200
2021-01-25,119.4035873413086,130.52000427246094,132.1699981689453,127.3499984741211,131.8300018310547,20469300
2021-01-26,115.86321258544922,126.6500015258789,129.32000732421875,126.25,129.0500030517578,17084600
2021-01-27,111.37136840820312,121.73999786376953,125.0999984741211,121.5,124.94999694824219,16732700
2021-01-28,115.113037109375,125.83000183105469,127.58000183105469,123.58000183105469,124.5,14148100
2021-01-29,111.17012023925781,121.5199966430664,124.36000061035156,120.55000305175781,124.0,15169200
2021-02-01,115.87234497070312,126.66000366210938,126.8499984741211,123.37999725341797,124.54000091552734,10179900
2021-02-02,117.50074005126953,128.44000244140625,130.25,127.44999694824219,129.47000122070312,9302400
2021-02-03,116.64080047607422,127.5,129.13999938964844,126.05999755859375,129.0,9676600
2021-02-04,117.23542785644531,128.14999389648438,128.1999969482422,125.97000122070312,127.5,7445100
2021-02-05,116.89696502685547,127.77999877929688,128.8800048828125,126.69999694824219,128.7899932861328,6226800
2021-02-08,121.26068115234375,132.5500030517578,133.25,128.6999969482422,128.6999969482422,11160000
2021-02-09,121.3796157836914,132.67999267578125,134.41000366210938,131.75,133.97999572753906,7929100
2021-02-10,122.30358123779297,133.69000244140625,136.0,132.50999450683594,134.1199951171875,12196300
